objid,ra,dec,u,g,r,i,z,class
1237650796750831977,132.3574732,0.425251682,18.96702,17.83072,17.18995,16.7564,16.51867,GALAXY
1237650796750962960,132.582383,0.566160962,19.21634,17.46877,16.65297,16.24647,15.94739,GALAXY
1237650796750963046,132.6422656,0.4924577778,18.71488,16.86668,15.95047,15.48086,15.13683,GALAXY
1237650796750963069,132.6666128,0.5699989055,18.59566,17.30284,16.82695,16.52336,16.33321,GALAXY
1237650796751093861,132.9216313,0.5724777463,18.90407,17.14394,16.33239,15.95892,15.67031,GALAXY
1237650796751159467,133.11159,0.5703409477,17.42334,16.46664,16.12179,15.99388,15.96908,STAR
1237650796751225004,133.2535416,0.5650679744,18.83673,17.90111,17.59255,17.46506,17.45412,STAR
1237650796751355960,133.505758,0.5589807811,18.26264,16.41737,15.53242,15.12715,14.79489,GALAXY
1237650796751356017,133.5354724,0.4985674508,17.23085,15.90602,15.25801,14.91961,14.62738,GALAXY
1237650796751356289,133.5840095,0.6201607912,18.36401,17.16557,16.45873,16.06613,15.76305,GALAXY
1237650796751421643,133.724878,0.5733084079,18.48098,18.23219,18.03056,17.70901,17.59129,QSO
1237650796751421818,133.643895,0.4850390332,18.33848,17.16926,16.57111,16.20846,15.99164,GALAXY
1237650796751552516,133.9302613,0.4856948992,18.65269,18.41859,18.20868,17.94562,17.9617,QSO
1237650796751552685,134.0669539,0.5274647658,19.40278,19.67224,20.06502,20.45051,20.62222,STAR
1237650796751552879,134.0246087,0.6063418152,19.28756,17.32056,16.36266,15.92554,15.56441,GALAXY
1237650796751683916,134.253335,0.5055379996,17.88283,16.08792,15.23802,14.82443,14.51029,GALAXY
1237650796751683985,134.3257038,0.588096198,19.55314,18.32897,17.7364,17.39423,17.12816,GALAXY
1237650796751749142,134.3809609,0.5857978141,18.5036,17.30903,16.90048,16.74402,16.69958,STAR
1237650796751946046,134.9434038,0.5829504111,18.98103,18.00918,17.55322,17.31493,17.1298,GALAXY
1237650796752011516,135.1013245,0.6253404768,17.44275,16.48684,16.20778,16.092,16.08864,STAR
1237650796752273732,135.6387576,0.4495220489,19.398,17.55184,16.61882,16.23126,15.95144,GALAXY
1237650796752339122,135.8083211,0.4861779671,19.12233,18.8879,18.83442,18.83617,18.67661,QSO
1237650796752339279,135.8469654,0.620134899,19.39634,18.52402,18.22532,18.10323,18.02583,STAR
1237650796752601448,136.4445083,0.4619719696,19.30754,17.81584,17.04858,16.61289,16.34908,GALAXY
1237650796753322311,138.0179388,0.4217994398,18.54392,16.64627,15.75516,15.32621,15.00696,GALAXY
1237650796753322325,138.0221183,0.4836637928,19.56702,17.53742,16.3114,15.82637,15.45789,GALAXY
1237650796753322336,138.0243702,0.4488931776,18.80402,17.13424,16.25536,15.72708,15.35866,GALAXY
1237650796753387595,138.1325609,0.5255910032,17.73139,16.97087,17.57265,16.32271,15.8765,STAR
1237650796753453177,138.3387735,0.5997826842,18.9232,18.89449,18.86399,18.6318,18.66385,QSO
1237650796753518636,138.477955,0.559519154,18.78418,18.60909,18.9232,19.18799,19.34719,STAR
1237650796753518646,138.5063954,0.4600670978,18.28058,17.33087,17.0559,16.92496,16.91158,STAR
1237650796753715256,138.8926326,0.5571530878,18.75293,18.80812,18.50601,18.4639,18.49743,QSO
1237650796753715345,139.0003864,0.5518220463,19.23603,18.29058,17.9737,17.83421,17.77327,STAR
1237650796753846308,139.2084727,0.5727127793,17.50914,15.79965,14.98409,14.53285,14.19794,GALAXY
1237650796753846512,139.2176476,0.5205346672,19.31154,18.52125,18.77272,18.31333,18.50553,GALAXY
1237650796753911969,139.3592151,0.5733525124,18.65771,18.22124,18.04062,17.88523,17.86911,GALAXY
1237650796753911999,139.3648207,0.4790316232,17.80284,16.82486,16.52407,16.38928,16.35095,STAR
1237650796753912111,139.3102548,0.5047997101,19.51427,19.5014,19.42952,19.10803,19.06726,QSO
1237650796753977384,139.481794,0.5643618965,18.61362,18.7227,19.08806,19.26754,19.49335,STAR
1237650796753977502,139.4807437,0.5174858458,19.35214,18.85402,18.71378,18.79948,18.64904,QSO
1237650796753977515,139.497495,0.6116394576,19.48655,17.70649,16.75309,16.29916,15.94671,GALAXY
1237650796754173966,139.910899,0.5256753049,18.65076,16.86234,17.27206,15.83952,15.59296,STAR
1237650796754174246,139.9374154,0.4355950999,19.46587,18.14306,17.5238,17.11701,16.85285,GALAXY
1237650796754239594,140.1349246,0.5582621978,17.74604,16.77935,16.4374,16.29025,16.26083,STAR
1237650796754239752,140.0978286,0.5241652693,19.00174,17.85291,17.23306,16.84608,16.64221,GALAXY
1237650796754239809,140.174025,0.5204675789,18.63213,16.89,16.02126,15.59294,15.28346,GALAXY
1237650796754239837,140.1924218,0.6047181764,17.72833,16.68652,16.2724,16.08747,16.02146,GALAXY
1237650796754239891,140.1094803,0.4847523048,19.33375,18.09704,17.49383,17.17222,16.92639,GALAXY
1237650796754305131,140.3162154,0.5072209652,19.23114,19.06009,19.04696,18.87251,18.95667,QSO
1237648703521358060,224.576399,-0.6414932015,19.40699,18.22907,17.82298,17.6666,17.60499,STAR
1237648703521554443,224.946045,-0.6651518481,18.34138,18.38044,18.66985,18.91562,19.13387,STAR
1237648703521554513,224.9623249,-0.6425278396,18.36629,17.32882,16.91824,16.74519,16.66036,STAR
1237648703521620029,225.156705,-0.727552291,18.58405,17.60784,17.23769,17.0899,17.04868,STAR
1237648703521620080,225.2096431,-0.6333346302,18.28285,16.90104,16.29098,16.08938,15.98433,STAR
1237648703521620084,225.2113794,-0.694173324,19.25351,17.81984,17.19615,16.99029,16.87657,STAR
1237648703521620093,225.2242776,-0.8136122083,17.92479,16.62499,16.02661,15.77848,15.66158,STAR
1237648703521620232,225.1681168,-0.7949195267,19.49488,18.41742,18.58294,18.7746,18.89294,STAR
1237648703521685558,225.2712211,-0.6350878159,19.05854,18.0629,17.6905,17.54874,17.47344,STAR
1237648703521685624,225.3140131,-0.7164205499,17.20749,15.85531,15.8742,15.91677,15.95348,STAR
1237648703521685646,225.329534,-0.6379294387,18.24401,16.57113,15.81852,15.52915,15.34479,STAR
1237648703521685682,225.3553353,-0.7538645025,19.23437,18.13123,17.53182,17.1568,16.92822,GALAXY
1237648703521685750,225.2493331,-0.7432442702,19.4744,18.27215,18.26853,18.30815,18.37781,STAR
1237648703521751099,225.4314699,-0.6570545591,17.77063,16.82481,16.44652,16.29663,16.22593,STAR
1237648703521816585,225.529504,-0.7539295085,18.90987,18.24233,17.92704,17.68164,17.49581,QSO
1237648703521816684,225.6259893,-0.7151673863,18.44933,17.49058,17.16344,17.0202,17.01261,STAR
1237648703521947892,225.8462879,-0.8077452726,19.43566,18.3656,18.31827,18.33942,18.3797,STAR
1237648703522013578,226.1100386,-0.801138821,19.4057,18.44372,18.08263,17.92303,17.85703,STAR
1237648703522078983,226.1866779,-0.6767004158,19.33033,17.4525,16.4936,16.02149,15.66831,GALAXY
1237648703522144358,226.2977586,-0.8210898805,18.54553,17.65808,17.26425,16.85426,16.79304,GALAXY
1237648703522144376,226.3227797,-0.7888211641,18.22589,16.93194,17.04907,17.16754,17.26382,STAR
1237648703522144578,226.3036709,-0.7463734826,19.33805,18.14945,17.73674,17.56914,17.48223,STAR
1237648703522209817,226.4451529,-0.8099171401,18.58699,17.2394,16.65241,16.39674,16.27121,STAR
1237648703522209820,226.4510345,-0.7034560578,17.33313,16.48947,16.24734,16.05591,15.96235,GALAXY
1237648703522210023,226.445299,-0.7149113157,17.26015,15.75581,15.09205,14.7086,14.42214,GALAXY
1237648703522210202,226.5232983,-0.6417584662,19.27388,18.357,17.9886,17.7525,17.6358,GALAXY
1237648703522340875,226.7385749,-0.7696196057,18.65641,18.67263,18.89631,19.07103,19.28297,QSO
1237648703522406467,226.962486,-0.6487187734,18.38914,17.40056,17.05879,16.91304,16.87077,STAR
1237648703522406797,226.9769922,-0.8323300292,18.543,16.85308,15.91897,15.47475,15.12347,GALAXY
1237648703522537752,227.2292222,-0.7854445162,18.47916,17.20074,16.64365,16.32287,16.12389,GALAXY
1237648703522537772,227.2411806,-0.7046548932,18.68942,17.69706,17.36699,17.14236,16.97822,GALAXY
1237648703522537836,227.2784693,-0.8069308313,18.67659,17.02297,16.17337,15.74568,15.40087,GALAXY
1237648703522537881,227.3193704,-0.676691104,19.01066,17.08797,16.09118,15.65679,15.30383,GALAXY
1237648703522603070,227.3958496,-0.7598636009,19.22777,18.18376,17.73772,17.50643,17.441,QSO
1237648703522603269,227.3758062,-0.7711676853,16.99624,15.53884,14.83586,14.42628,14.12664,GALAXY
1237648703522603390,227.4400502,-0.7541943468,18.91439,16.84175,15.90487,15.46369,15.09681,GALAXY
1237648703522668753,227.5039224,-0.7157949056,18.94738,17.03138,15.97062,15.41849,14.98746,GALAXY
1237648703522668790,227.5353464,-0.6311228286,18.86,17.53561,16.87471,16.45444,16.1907,GALAXY
1237648703522668801,227.5474765,-0.8076304202,19.14887,17.86196,17.23239,16.85373,16.60064,GALAXY
1237648703522668834,227.5631492,-0.8174249398,19.26235,18.08857,17.57697,17.22519,17.0692,GALAXY
1237648703522668907,227.6099226,-0.6828363249,19.45742,18.15982,17.49652,17.11402,16.86292,GALAXY
1237648703522734240,227.7369115,-0.7186138549,18.92442,17.96599,17.71786,17.56558,17.54547,STAR
1237648703522734471,227.7176992,-0.8207802583,18.75766,17.79773,17.54392,17.359,17.29332,GALAXY
1237648703522799847,227.7964133,-0.7907186838,19.19397,18.23417,17.60526,17.12663,16.82259,GALAXY
1237648703522930968,228.1537268,-0.794217542,18.87423,16.92913,16.12067,15.72236,15.41175,GALAXY
1237648703522996695,228.3631976,-0.7560429063,19.30541,18.34684,17.97366,17.83315,17.77359,STAR
1237648703523061801,228.4167884,-0.7639908271,18.47544,17.23411,16.77373,16.5878,16.53489,STAR
1237648703523062046,228.4243598,-0.7794139095,19.14684,17.78486,17.11476,16.72478,16.42949,GALAXY
1237648703523127321,228.5390384,-0.805925811,18.95163,17.89401,17.47597,17.31722,17.23473,STAR
1237649964071059601,61.9030218,-4.304933177,19.05352,17.71406,17.14043,16.90503,16.77033,STAR
1237649964071059700,61.88372208,-4.293563453,19.54128,18.40574,17.80405,17.45651,17.24725,GALAXY
1237649964071125004,61.9791177,-4.310702469,18.44314,17.43054,17.02126,16.85003,16.80639,STAR
1237649964071125164,62.08195928,-4.249362024,17.25985,16.02694,15.49875,15.30458,15.20783,STAR
1237649964071190611,62.12188608,-4.257878366,19.4606,18.12549,17.52608,17.26813,17.14366,STAR
1237649964071190734,62.23998172,-4.345390708,19.21414,17.96385,17.50354,17.1799,16.97417,GALAXY
1237649964071256137,62.38250686,-4.345484147,17.69387,16.44046,16.54817,16.65514,16.70492,STAR
1237649964071256144,62.37398332,-4.180999196,18.56055,17.3887,16.94155,16.76169,16.70107,STAR
1237649964071256254,62.39637542,-4.291972765,18.94256,17.82281,17.36897,17.03601,16.86235,GALAXY
1237649964071321649,62.47587718,-4.193636505,18.3062,17.98832,17.88987,17.69438,17.419,QSO
1237649964071387360,62.65234598,-4.275041323,19.07933,17.76688,17.28886,16.99559,16.80792,GALAXY
1237649964071387398,62.72466713,-4.276084421,18.7885,17.36108,16.59519,16.22179,15.90355,GALAXY
1237650280814805096,137.2423407,55.25367789,19.34622,19.11184,19.14115,19.17782,18.94978,QSO
1237650369397850168,156.3381295,-3.08175907,19.0143,18.09245,17.77771,17.663,17.58477,STAR
1237650369398440018,157.6287699,-3.063050619,19.08342,19.17955,19.61636,19.89611,20.29655,STAR
1237650369398440121,157.7348516,-3.18880403,18.99225,18.61986,18.56356,18.52507,18.48642,QSO
1237650369404207143,170.8581033,-3.263526563,17.79206,17.62252,17.4906,17.23324,17.22291,QSO
1237650369404207152,170.8665589,-3.469394665,17.25297,16.28513,15.87637,15.70389,15.64403,STAR
1237650369404207410,170.8282941,-3.373201395,19.54107,18.23858,17.80428,17.57483,17.36844,GALAXY
1237650369404272777,170.9873972,-3.286085391,19.50301,17.60821,16.75515,16.33747,16.03454,GALAXY
1237650369404272780,170.98699,-3.314281073,19.48634,19.12819,18.75964,18.47638,18.70265,QSO
1237650369404338263,171.1467527,-3.313869961,19.13305,17.67612,16.98778,16.60513,16.33717,GALAXY
1237650369404338307,171.1988912,-3.275374123,19.30404,18.00467,17.38741,17.00451,16.76138,GALAXY
1237650369404338326,171.2250949,-3.366839758,19.2262,17.31314,16.4282,16.01788,15.67733,GALAXY
1237650369404403778,171.328927,-3.354333401,19.25273,18.97442,18.43278,18.14254,17.83397,QSO
1237650369404469361,171.4915725,-3.445644328,18.98333,17.37957,16.51922,16.09945,15.7535,GALAXY
1237650369404600442,171.7749557,-3.364431326,19.46938,17.66992,16.7766,16.34494,15.98509,GALAXY
1237650369404600451,171.7934097,-3.30373558,18.73483,17.52037,16.85783,16.48073,16.23253,GALAXY
1237650369404600483,171.6983228,-3.331877839,18.87259,17.56687,17.12188,16.83268,16.70486,GALAXY
1237650369404665937,171.8696222,-3.404696446,19.11448,17.82071,17.13632,16.7581,16.51249,GALAXY
1237650369404665939,171.8754868,-3.297161052,19.11277,17.89125,17.20534,16.7854,16.52407,GALAXY
1237650369404666014,171.8657024,-3.322755807,19.32717,18.24403,17.6764,17.35705,17.16502,GALAXY
1237650369404731624,172.1291113,-3.457945948,18.76258,17.56187,17.00474,16.616,16.40841,GALAXY
1237650369404797112,172.2191541,-3.358483491,18.48856,17.84543,17.31532,16.9134,16.76337,GALAXY
1237650369404928028,172.4751737,-3.42201188,18.9335,17.823,17.70424,17.69035,17.74554,STAR
1237650369404993689,172.6098869,-3.342730235,18.98176,17.07656,16.15694,15.73972,15.41562,GALAXY
1237650369404993697,172.6129797,-3.363851899,19.42896,17.47099,16.42578,15.94023,15.55544,GALAXY
1237650369405059085,172.7663212,-3.305481922,16.34046,15.31662,15.16903,15.12703,15.15101,STAR
1237650369405059139,172.8336027,-3.384652571,18.15884,17.08576,16.72041,16.56449,16.51961,STAR
1237650369405124646,172.912768,-3.357560695,18.61185,18.11552,18.17992,17.69347,17.1491,STAR
1237650369405124748,172.9784856,-3.460359905,18.64632,17.37086,16.83551,16.48746,16.27254,GALAXY
1237650369405124755,172.9907637,-3.490195645,19.36768,16.87632,15.68107,15.10053,14.9529,STAR
1237650369405255795,173.3129787,-3.399886147,18.30352,16.0837,15.19701,14.75082,14.41379,GALAXY
1237650369406435446,175.9558093,-3.459567567,19.46752,16.76382,15.33176,14.52126,14.04449,STAR
1237650369406435480,176.03372,-3.493712275,18.74936,17.51024,16.87632,16.49481,16.25754,GALAXY
1237650369406500974,176.1016518,-3.332839048,19.46976,17.74362,16.95503,16.60986,16.32594,GALAXY
1237650369406501003,176.1402613,-3.351338055,19.35204,17.48185,16.4097,15.92843,15.5369,GALAXY
1237650369406566585,176.2253938,-3.473353172,18.88682,17.6912,17.15458,16.85178,16.70044,GALAXY
1237650369406631962,176.3717165,-3.518446135,17.22597,15.51365,14.78131,14.44321,14.23284,GALAXY
1237650371552542739,172.783136,-1.683276765,18.05133,16.8611,16.88256,16.93881,17.00519,STAR
1237650371552542755,172.8178398,-1.741435437,17.74806,16.48055,15.94341,15.70463,15.58713,STAR
1237650371552542770,172.8303196,-1.791709183,18.26784,16.84362,16.24136,15.98464,15.85752,STAR
1237650371552542772,172.8311783,-1.804717043,18.61722,17.69875,17.44114,17.3381,17.32906,STAR
1237650371552542839,172.7819226,-1.643288536,19.58516,18.45758,18.01453,17.87597,17.78935,STAR
1237650371552542840,172.7834203,-1.641640718,18.53264,17.4039,16.78535,16.39504,16.19352,GALAXY
1237650371552608295,173.051192,-1.787488418,19.3196,17.851,17.2069,16.9614,16.8729,STAR
1237650371552673805,173.0612608,-1.738395034,17.11175,15.98277,15.49316,15.1722,14.95604,GALAXY
1237650371552674003,173.2028929,-1.641783745,19.11312,17.71806,17.13669,16.8037,16.56639,GALAXY
1237650371552804955,173.3694525,-1.68334438,18.7279,17.51216,16.74543,16.32708,16.06653,GALAXY
1237650371552936083,173.707852,-1.767093015,19.39478,18.54582,18.27974,18.1781,18.1609,STAR
1237650371553001611,173.9495789,-1.763155873,18.70123,17.59513,17.15579,16.88433,16.67588,GALAXY
1237650371553067049,174.0167211,-1.61613661,18.23269,17.78101,17.95517,18.14896,18.40291,STAR
1237650371553132672,174.2313789,-1.749087257,17.69562,15.87965,14.98915,14.56555,14.23308,GALAXY
1237650371554312334,176.9253003,-1.818726182,18.76779,17.15489,16.23763,15.76042,15.47223,GALAXY
1237650371554377789,177.0757832,-1.639930373,17.16046,16.40167,16.20655,16.13379,16.02602,GALAXY
1237650371554377861,177.0246986,-1.688688958,18.71334,16.78367,15.82769,15.39686,15.04011,GALAXY
1237650371554508816,177.3063477,-1.791243794,18.41791,17.93481,17.99456,18.05502,18.2236,STAR
1237650371554508818,177.3080229,-1.748300399,16.99149,16.74239,16.92904,16.80003,16.65242,QSO
1237650371554508980,177.3871927,-1.805036797,19.38854,18.08538,17.32344,16.91171,16.63923,GALAXY
1237650371554508985,177.3934668,-1.654380517,19.49603,17.64023,16.60899,16.1613,15.84189,GALAXY
1237650371554574400,177.5137069,-1.762241909,18.57041,17.4939,17.40493,17.42101,17.46346,STAR
1237650371554574436,177.544876,-1.65759937,19.06193,19.28431,19.74297,20.08317,20.15862,STAR
1237650371554770993,177.8951856,-1.75731522,18.82195,17.81522,17.51081,17.42396,17.41526,STAR
1237650371554770995,177.897608,-1.711617977,18.37473,17.14955,16.67244,16.51527,16.44128,STAR
1237650371554771068,177.9765824,-1.706718169,19.2042,18.23631,17.96889,17.88608,17.87332,STAR
1237650371554836507,178.0386918,-1.657932986,17.98206,16.70619,16.13503,15.76027,15.54178,GALAXY
1237650371554902071,178.2754619,-1.737703892,18.11432,17.86804,17.59747,17.51021,17.46274,QSO
1237650371554902089,178.1551429,-1.850651214,17.91132,16.46561,15.75976,15.40771,15.14663,GALAXY
1237650371554902119,178.1880119,-1.683734154,18.30242,17.01468,16.389,16.02728,15.80999,GALAXY
1237650371554902122,178.1907422,-1.649446945,19.01426,17.92207,17.49654,17.30766,17.18764,GALAXY
1237650371554967726,178.4183643,-1.703605409,18.81551,17.6622,17.08861,16.70016,16.51951,GALAXY
1237650371554967879,178.4283791,-1.659877671,17.47716,16.55855,16.17856,16.03989,15.95338,GALAXY
1237650371555033282,178.5930756,-1.667854956,19.39356,17.8871,16.98359,16.57105,16.27382,GALAXY
1237650371555229783,178.9441685,-1.734813583,19.09143,17.55236,16.79034,16.3859,16.11512,GALAXY
1237650371555295342,179.0609673,-1.826131614,19.43657,18.10828,17.31147,16.85291,16.55647,GALAXY
1237650371555557480,179.6944175,-1.649986084,19.35156,18.14662,17.49783,17.11463,16.86742,GALAXY
1237650371555622927,179.8183327,-1.764586106,18.84475,18.79129,18.72314,18.59892,18.48004,QSO
1237650371555623026,179.8750407,-1.849091843,18.30811,17.27847,16.88896,16.69743,16.50977,GALAXY
1237650371555623068,179.7983591,-1.707059678,17.58636,16.55747,16.23842,16.09514,15.98957,GALAXY
1237650371555688657,179.9898831,-1.799873098,19.05516,18.12507,17.25924,16.80843,16.53476,GALAXY
1237650371555754000,180.126761,-1.743609825,19.17388,17.05795,16.09366,15.70743,15.48167,STAR
1237650371555885193,180.4662063,-1.780419404,19.28953,18.38808,18.04671,17.93077,17.86568,STAR
1237650371555885242,180.5426601,-1.791499953,18.22401,16.74256,16.00038,15.60463,15.34808,GALAXY
1237650371555950649,180.6647195,-1.743185063,17.89628,16.64495,16.52841,16.51063,16.50106,STAR
1237650371555950670,180.5510137,-1.675324488,19.57907,17.72984,16.65834,16.22477,15.84225,GALAXY
